ModelID,ProfileID,ProfileType
ACH-001196,PR-GbH3a5,rna
ACH-001196,PR-fRV9F5,dna
ACH-003158,PR-Qecp9n,rna
ACH-001569,PR-jI7d91,rna
ACH-001569,PR-LWqJ8q,dna
ACH-002372,PR-hluHxj,dna
ACH-001418,PR-8MkrYb,rna
ACH-001418,PR-ybBLMg,dna
ACH-000846,PR-JDHoPU,rna
ACH-000846,PR-gnBXqc,dna
ACH-002114,PR-gWKHTe,dna
ACH-000250,PR-0mCrkq,rna
ACH-000250,PR-vg2xl6,dna
ACH-001279,PR-KVjmae,rna
ACH-001279,PR-NEWHLd,dna
ACH-000251,PR-cCUuKZ,rna
ACH-000251,PR-xty2b8,dna
ACH-002799,PR-sMkFn1,rna
ACH-002799,PR-7zRmM9,dna
ACH-000335,PR-X2VF7Y,rna
ACH-000335,PR-2uDYZY,dna
ACH-001393,PR-EJgvop,rna
ACH-001393,PR-vlZEC9,dna
ACH-000478,PR-nnKvUV,rna
ACH-000478,PR-KfGlp0,dna
ACH-000178,PR-WpdiAK,rna
ACH-000178,PR-sMZ5rk,dna
ACH-000200,PR-KKo7wL,rna
ACH-000200,PR-JtY4aG,dna
ACH-001143,PR-Cm6atd,dna
ACH-000405,PR-MqdvhI,rna
ACH-000405,PR-8gZHSw,dna
ACH-002125,PR-o6FTh0,dna
ACH-000670,PR-7GK41c,rna
ACH-000670,PR-kJNOeS,dna
ACH-000490,PR-dbo1ZY,rna
ACH-000490,PR-iHY2zH,dna
ACH-001818,PR-wALKMR,rna
ACH-001818,PR-0kBhJF,dna
ACH-001616,PR-ap8RKC,rna
ACH-001616,PR-wCf7pr,dna
ACH-000476,PR-SdXt4A,rna
ACH-000476,PR-usYVu2,dna
ACH-000159,PR-J2Lhjz,rna
ACH-000159,PR-wXb2sj,dna
ACH-000347,PR-61lE8s,rna
ACH-000347,PR-uE8CeT,dna
ACH-001060,PR-9GGMGl,rna
ACH-001060,PR-bcH5U5,dna
ACH-002798,PR-XoAMzd,rna
ACH-002798,PR-ty3Lml,dna
ACH-001740,PR-G6BwzB,rna
ACH-001740,PR-SvOJGW,dna
ACH-000933,PR-RMd59q,rna
ACH-000933,PR-hhpPii,dna
ACH-000668,PR-jYUa5D,rna
ACH-000668,PR-3DOFqn,dna
ACH-002131,PR-ELdKN5,dna
ACH-000406,PR-MIpl80,rna
ACH-000406,PR-CWsu0l,dna
ACH-000229,PR-bE42Qu,rna
ACH-000963,PR-RIIwZh,rna
ACH-000963,PR-FoI5mV,dna
ACH-001145,PR-T4ZW3M,rna
ACH-001145,PR-ntPyxk,dna
ACH-000545,PR-9qFLxb,rna
ACH-000545,PR-Aedghf,dna
ACH-002104,PR-KAyk1e,dna
ACH-000487,PR-MSeqXm,rna
ACH-000487,PR-aprFtM,dna
ACH-000946,PR-5zf8Ee,rna
ACH-000946,PR-ig2DWN,dna
ACH-001611,PR-9M3IjC,rna
ACH-001611,PR-M2cfgE,dna
ACH-000142,PR-xkLrBf,rna
ACH-000142,PR-7nlItI,dna
ACH-001227,PR-2g1LPy,rna
ACH-001227,PR-ntlhBz,dna
ACH-000951,PR-I5YGjU,rna
ACH-000951,PR-3aWe62,dna
ACH-000585,PR-8yAIet,rna
ACH-000585,PR-WT0UBI,dna
ACH-002375,PR-C99sfc,dna
ACH-000140,PR-81aBxE,rna
ACH-000140,PR-9PwT0i,dna
ACH-001977,PR-PdACxk,rna
ACH-001977,PR-sTH0JD,dna
ACH-000635,PR-5nV5Qo,rna
ACH-000635,PR-SngPym,dna
ACH-001643,PR-XbphNt,dna
ACH-000700,PR-uQ6qid,rna
ACH-000700,PR-oe5b6J,dna
ACH-000223,PR-p4mQwe,rna
ACH-000223,PR-PTYIRW,dna
ACH-002299,PR-idqkoH,dna
ACH-000969,PR-kjZ5VU,rna
ACH-000969,PR-IDmG5E,dna
ACH-001038,PR-Kx27qA,rna
ACH-001038,PR-EFHSQ0,dna
ACH-002688,PR-wSLDBm,rna
ACH-002688,PR-Ud6Gz1,dna
ACH-002512,PR-tphZGv,rna
ACH-002512,PR-UYg6uV,dna
ACH-002092,PR-uLhkBr,dna
ACH-001953,PR-DnAoRF,rna
ACH-001953,PR-11UHTI,dna
ACH-000436,PR-z6PAtP,rna
ACH-000436,PR-KsTFT1,dna
ACH-002215,PR-xWOcfP,rna
ACH-002215,PR-aX3Sfy,dna
ACH-001683,PR-56aAn6,rna
ACH-001683,PR-GSORSG,dna
ACH-001972,PR-anK1Wd,rna
ACH-001972,PR-yQKg9I,dna
ACH-001649,PR-n51AWc,rna
ACH-001649,PR-iU3I91,dna
ACH-000065,PR-96laNq,rna
ACH-000065,PR-SCRFDt,dna
ACH-000373,PR-vigXjr,rna
ACH-000373,PR-i3038K,dna
ACH-000180,PR-FWbgot,rna
ACH-000180,PR-HmmpcB,dna
ACH-002544,PR-I5Vo6X,rna
ACH-002544,PR-6Sb7kf,dna
ACH-000707,PR-GC84C9,rna
ACH-000707,PR-hy3gz2,dna
ACH-000454,PR-tuVQdk,rna
ACH-000454,PR-OPYJGD,dna
ACH-000688,PR-t41o2z,rna
ACH-000688,PR-fRKA53,dna
ACH-001413,PR-PYxY7R,rna
ACH-001413,PR-NhQdyh,dna
ACH-001664,PR-b2iStE,rna
ACH-001664,PR-aHHBb9,dna
ACH-002271,PR-sQS7tJ,dna
ACH-002250,PR-SwrmVl,dna
ACH-000353,PR-VNI9w4,rna
ACH-000353,PR-vGhKl3,dna
ACH-000103,PR-kpBxri,rna
ACH-000103,PR-L5V3oJ,dna
ACH-001632,PR-lkaPgh,rna
ACH-001632,PR-x8Nct7,dna
ACH-001975,PR-VWac8S,rna
ACH-001975,PR-KWpKHv,dna
ACH-002465,PR-kBIgYH,rna
ACH-002465,PR-l4NGGv,dna
ACH-000507,PR-DUT2Po,rna
ACH-000507,PR-MaDpLA,dna
ACH-000220,PR-ItDIbE,rna
ACH-000220,PR-7BCUXr,dna
ACH-000989,PR-r6su9X,rna
ACH-000989,PR-3clnyl,dna
ACH-001369,PR-PRcndq,rna
ACH-001369,PR-3vjLBF,dna
ACH-000125,PR-jsclGh,rna
ACH-000125,PR-WZHiO9,dna
ACH-000371,PR-0zqOQm,rna
ACH-000371,PR-CbuOaH,dna
ACH-001109,PR-K3ZapP,rna
ACH-000126,PR-wfZ79Z,rna
ACH-000126,PR-1AtrhT,dna
ACH-002386,PR-ObqFdr,dna
ACH-000161,PR-HrGr0E,rna
ACH-000161,PR-8xU5Cp,dna
ACH-002220,PR-axXePt,dna
ACH-000751,PR-60lGxp,rna
ACH-000751,PR-qapH05,dna
ACH-001613,PR-ZiYs08,rna
ACH-001613,PR-GOqi1p,dna
ACH-000145,PR-LDzg6K,rna
ACH-000145,PR-STBMsm,dna
ACH-002196,PR-WfmELG,dna
ACH-001029,PR-LDldeF,rna
ACH-001029,PR-YBrjCk,dna
ACH-000676,PR-RE8GAk,rna
ACH-000676,PR-WzbTYh,dna
ACH-002843,PR-cocw0W,rna
ACH-002843,PR-KJHVYR,dna
ACH-000724,PR-LNDOWN,rna
ACH-000724,PR-XnS0fU,dna
ACH-002530,PR-DYssDQ,dna
ACH-002785,PR-02XmLG,rna
ACH-002785,PR-sR52JX,dna
ACH-000750,PR-HEYOH9,rna
ACH-000750,PR-6U5hLz,dna
ACH-001067,PR-A7oGD7,rna
ACH-001067,PR-dDihG6,dna
ACH-000632,PR-e4829p,rna
ACH-000632,PR-FCs4QQ,dna
ACH-000149,PR-Fojb0w,rna
ACH-000149,PR-3qZd3C,dna
ACH-003107,PR-Ehys18,rna
ACH-003107,PR-RBSHwN,dna
ACH-002384,PR-hXuoiL,dna
ACH-000798,PR-A5CZZo,rna
ACH-000798,PR-mCAIMI,dna
ACH-001206,PR-LgiHjm,dna
ACH-002431,PR-MrMEv9,rna
ACH-002431,PR-XKO1VZ,dna
ACH-000264,PR-V7BvgM,rna
ACH-000264,PR-BqenKD,dna
ACH-000394,PR-6XMxeb,rna
ACH-000394,PR-E6SXDf,dna
ACH-001341,PR-KJ5osl,rna
ACH-001341,PR-F6k6d2,dna
ACH-001232,PR-9gV7NN,rna
ACH-001232,PR-A21r31,dna
ACH-000767,PR-1nMfGT,rna
ACH-000767,PR-oisawM,dna
ACH-001205,PR-1tFrLv,dna
ACH-001844,PR-6fVuaA,rna
ACH-001844,PR-LZkbaa,dna
ACH-002186,PR-M4505H,dna
ACH-002400,PR-1q68oG,dna
ACH-000738,PR-PHjsFe,rna
ACH-000738,PR-XDGHfi,dna
ACH-002272,PR-WU0LTt,dna
ACH-000205,PR-5UaoeC,rna
ACH-000205,PR-SoW4cJ,dna
ACH-000199,PR-avlBdo,rna
ACH-000199,PR-DrDDw1,dna
ACH-000183,PR-nOR146,rna
ACH-000183,PR-HPNL5a,dna
ACH-000311,PR-MYW888,rna
ACH-000311,PR-T2CZVa,dna
ACH-001625,PR-N9X5XM,rna
ACH-001625,PR-7lYHs6,dna
ACH-003469,PR-vu9xHL,rna
ACH-003469,PR-u6Hr13,dna
ACH-002478,PR-YgcfuA,rna
ACH-002478,PR-u33CrR,dna
ACH-001690,PR-HYhXuq,rna
ACH-001690,PR-lwhrTx,dna
ACH-001634,PR-WLkjMG,rna
ACH-001634,PR-ifMZ87,dna
ACH-000973,PR-2lppyq,rna
ACH-000973,PR-uY1Fyn,dna
ACH-000128,PR-XHdISL,rna
ACH-000128,PR-oqZkYM,dna
ACH-002216,PR-gOyGAM,dna
ACH-001333,PR-EGrnmr,rna
ACH-001333,PR-4gFIC1,dna
ACH-001707,PR-84JV3M,rna
ACH-001707,PR-G4nBwv,dna
ACH-002030,PR-TOatoO,dna
ACH-001846,PR-12qkb6,rna
ACH-001846,PR-DNRFgC,dna
ACH-000582,PR-BARITd,rna
ACH-000582,PR-IEUpIB,dna
ACH-003463,PR-xbYnX2,rna
ACH-003463,PR-GFGbFE,dna
ACH-000923,PR-RbBKs9,rna
ACH-002336,PR-zW4f56,dna
ACH-003265,PR-nOa7GE,rna
ACH-002675,PR-1g5Q2Y,rna
ACH-002675,PR-yQJScO,dna
ACH-002090,PR-5rHKiV,dna
ACH-000041,PR-BYY8lZ,rna
ACH-000041,PR-ebX2pq,dna
ACH-000705,PR-DPUwIm,rna
ACH-000705,PR-hHPd12,dna
ACH-000329,PR-MMxTz0,rna
ACH-000329,PR-8Br5s3,dna
ACH-001703,PR-2x5Bi2,rna
ACH-001703,PR-O3Pu68,dna
ACH-001560,PR-j62F0q,rna
ACH-001560,PR-iXXp7w,dna
ACH-002258,PR-gYTIm3,dna
ACH-001134,PR-LmLnU6,rna
ACH-001134,PR-lLEXIT,dna
ACH-001395,PR-W1Vu76,rna
ACH-001395,PR-KPBwzL,dna
ACH-002802,PR-iSLQwM,rna
ACH-002802,PR-LnJyrQ,dna
ACH-000996,PR-a5IfIZ,rna
ACH-000996,PR-RWQgdj,dna
ACH-002703,PR-nUfDWY,rna
ACH-002703,PR-djRQLO,dna
ACH-002241,PR-BWl30D,dna
ACH-001458,PR-zrOqCQ,rna
ACH-001458,PR-3rmupJ,dna
ACH-001976,PR-iclAhj,rna
ACH-001976,PR-ittzCo,dna
ACH-000352,PR-XyFflW,rna
ACH-000352,PR-V1Tfkf,dna
ACH-002844,PR-J4YjYX,rna
ACH-003177,PR-q6X21R,rna
ACH-003177,PR-mITze7,dna
ACH-002462,PR-AYkIzz,rna
ACH-002462,PR-GT62zV,dna
ACH-002466,PR-csI8AJ,rna
ACH-002466,PR-ftXSpi,dna
ACH-002077,PR-4wcLbC,rna
ACH-002077,PR-RFKHCv,dna
ACH-000343,PR-aGskAU,rna
ACH-000343,PR-NI2O1p,dna
ACH-002309,PR-FWG9sX,dna
ACH-000961,PR-piAFzi,rna
ACH-000961,PR-W63IgE,dna
ACH-001671,PR-APel2v,rna
ACH-001671,PR-JNsJI1,dna
ACH-000719,PR-fxiDpH,rna
ACH-000719,PR-3Yx3ba,dna
ACH-001672,PR-T4Weg8,rna
ACH-001672,PR-jlPc3h,dna
ACH-002288,PR-ru7QtA,dna
ACH-000991,PR-hInuPG,rna
ACH-000991,PR-ZU3ok7,dna
ACH-000505,PR-vm60tT,rna
ACH-000505,PR-y7DmB5,dna
ACH-003125,PR-perS6q,rna
ACH-003125,PR-G5CRjD,dna
ACH-001568,PR-MKUmzS,rna
ACH-001568,PR-cmDO3z,dna
ACH-002051,PR-siLZ8H,rna
ACH-002051,PR-N8AZT5,dna
ACH-002116,PR-LVlqzW,dna
ACH-000029,PR-pOBrMJ,rna
ACH-000029,PR-DFaGTI,dna
ACH-000667,PR-IWyF8Y,rna
ACH-000667,PR-3cEXAx,dna
ACH-000445,PR-wO5zCJ,rna
ACH-000445,PR-aqkjti,dna
ACH-002198,PR-RrNtSH,dna
ACH-000679,PR-1Tiri5,rna
ACH-000679,PR-bDxA3a,dna
ACH-002787,PR-wGqXtF,rna
ACH-002787,PR-lJ2Tej,dna
ACH-000275,PR-jQHK6a,rna
ACH-000275,PR-w8gCeg,dna
ACH-002226,PR-stCYi4,dna
ACH-001408,PR-D5dyBT,rna
ACH-001408,PR-ADAr4E,dna
ACH-000485,PR-9MoKlM,rna
ACH-000485,PR-L0Yely,dna
ACH-000620,PR-jVbHsl,rna
ACH-000620,PR-xcjpPu,dna
ACH-000379,PR-Ox31nD,rna
ACH-000379,PR-QCxK5E,dna
ACH-002419,PR-dDebif,rna
ACH-002419,PR-maGG5v,dna
ACH-001709,PR-NwtrUx,rna
ACH-001709,PR-1T6Ogc,dna
ACH-001551,PR-nU8roA,rna
ACH-001551,PR-EbZW7K,dna
ACH-000683,PR-A3Grpb,rna
ACH-000683,PR-nsZxe5,dna
ACH-001694,PR-jGtun6,rna
ACH-001694,PR-2ae0kb,dna
ACH-001436,PR-zlHHKA,dna
ACH-002295,PR-zGaxVZ,dna
ACH-002025,PR-Rev6Dl,rna
ACH-002025,PR-t1gU3V,dna
ACH-001239,PR-cSy0cZ,rna
ACH-001239,PR-e4k1Rx,dna
ACH-003139,PR-PmbYHa,rna
ACH-000020,PR-gfSBBp,rna
ACH-000020,PR-raOtPC,dna
ACH-001086,PR-pI7d1A,rna
ACH-001086,PR-INrz6w,dna
ACH-002460,PR-mwL29p,rna
ACH-002460,PR-WzXIVp,dna
ACH-000594,PR-CHMLzF,rna
ACH-000594,PR-wBrNnr,dna
ACH-000677,PR-3noEom,rna
ACH-000677,PR-UOSXFI,dna
ACH-002156,PR-27KADa,dna
ACH-000226,PR-F715oA,rna
ACH-000226,PR-Psink8,dna
ACH-000162,PR-xii8eY,rna
ACH-000162,PR-6hbj0G,dna
ACH-001701,PR-MhrDca,rna
ACH-001701,PR-rf0POO,dna
ACH-000074,PR-vPv1yo,rna
ACH-000074,PR-RGCMOy,dna
ACH-001539,PR-XDvXwJ,rna
ACH-001539,PR-pajigv,dna
ACH-000654,PR-lujcxW,rna
ACH-000654,PR-9KlLER,dna
ACH-002672,PR-BWC1ms,rna
ACH-002672,PR-J7On9V,dna
ACH-000184,PR-t19wdR,rna
ACH-000184,PR-8XsYih,dna
ACH-001502,PR-R7wfSm,rna
ACH-001502,PR-a1Hd3T,dna
ACH-000971,PR-0QFNfM,rna
ACH-000971,PR-YmJ7mI,dna
ACH-000066,PR-5tQNbR,rna
ACH-000066,PR-ZH3h2j,dna
ACH-000432,PR-Ut4uaT,rna
ACH-000432,PR-blDO6C,dna
ACH-001794,PR-O7UjdR,rna
ACH-001794,PR-FlwBPL,dna
ACH-001318,PR-y5SNaW,rna
ACH-001318,PR-dFyNJN,dna
ACH-000450,PR-cJD3JM,rna
ACH-000450,PR-2NsliB,dna
ACH-001366,PR-QZbFgK,rna
ACH-001366,PR-LZHDZW,dna
ACH-000636,PR-HIKGMc,rna
ACH-000636,PR-r9xbuU,dna
ACH-000976,PR-jHjPma,rna
ACH-000976,PR-TpjQn4,dna
ACH-000455,PR-JWn3XA,rna
ACH-000455,PR-nKNzNH,dna
ACH-002016,PR-NrJ3Dw,rna
ACH-002016,PR-gOgH6x,dna
ACH-001484,PR-7Y9PuW,rna
ACH-001484,PR-eEUZcy,dna
ACH-002175,PR-6DGBcP,dna
ACH-001390,PR-WYy5Ty,rna
ACH-001390,PR-LccvHb,dna
ACH-000644,PR-8kVo1s,rna
ACH-000644,PR-zWwfjk,dna
ACH-000345,PR-xjS9A4,rna
ACH-000345,PR-JjObZD,dna
ACH-000780,PR-KvwOoK,rna
ACH-000780,PR-S9sI45,dna
ACH-000601,PR-zMDwI8,rna
ACH-000601,PR-kwhC2j,dna
ACH-000962,PR-utYyFZ,rna
ACH-000962,PR-fiCrEH,dna
ACH-000895,PR-8mRI0n,rna
ACH-000895,PR-C8Jq2o,dna
ACH-001465,PR-TyQ6o4,rna
ACH-001465,PR-a0MJ1U,dna
ACH-000598,PR-Syxhmf,rna
ACH-000598,PR-NAiysP,dna
ACH-001820,PR-SCCTQj,rna
ACH-001820,PR-ms1Rh6,dna
ACH-002392,PR-TyCr4L,dna
ACH-002932,PR-MxqR7p,rna
ACH-002932,PR-s34Qis,dna
ACH-002189,PR-GZUMxm,dna
ACH-000470,PR-aP10Te,rna
ACH-000470,PR-RT7ojv,dna
ACH-002464,PR-VRmi5G,rna
ACH-002464,PR-g5QF67,dna
ACH-002543,PR-4kpDxc,rna
ACH-002543,PR-zcbVpz,dna
ACH-001410,PR-1L6wsI,rna
ACH-001410,PR-ZXBMUP,dna
ACH-003134,PR-27C2SB,rna
ACH-000560,PR-CRcDXf,rna
ACH-000560,PR-C0X6Ou,dna
ACH-001552,PR-MjN6BG,rna
ACH-001552,PR-zqnXiv,dna
ACH-003451,PR-GM83SN,rna
ACH-003451,PR-RDQSwP,dna
ACH-000938,PR-Kmo37M,rna
ACH-000938,PR-6Ybf3z,dna
ACH-002314,PR-20Kvag,dna
ACH-000648,PR-3ouIg3,rna
ACH-000648,PR-GxTIq9,dna
ACH-002150,PR-Z48fd0,dna
ACH-001817,PR-eSvQfJ,rna
ACH-001817,PR-IDBCK9,dna
ACH-001197,PR-jQda9g,rna
ACH-001197,PR-JaOGpt,dna
ACH-001973,PR-iOFAhp,rna
ACH-001973,PR-Bs4EcD,dna
ACH-001359,PR-HzNj7n,dna
ACH-001148,PR-4oVVpL,rna
ACH-001148,PR-E4gauh,dna
ACH-000344,PR-qXX1I4,rna
ACH-000344,PR-7LaE1z,dna
ACH-002015,PR-Ti4t3u,rna
ACH-002015,PR-0wkCvS,dna
ACH-002190,PR-n3idzY,dna
ACH-000999,PR-2tDYpf,rna
ACH-000999,PR-MX9ndc,dna
ACH-002407,PR-QOdtDP,dna
ACH-002651,PR-XgS9FT,rna
ACH-002651,PR-KxrKOR,dna
ACH-000374,PR-TlljjN,rna
ACH-000374,PR-xEIrBG,dna
ACH-000164,PR-n2Dhji,rna
ACH-000164,PR-Tm9gPE,dna
ACH-000641,PR-zh4iUg,rna
ACH-000641,PR-G8b3PF,dna
ACH-000375,PR-4DTcWS,rna
ACH-000375,PR-wbX0XD,dna
ACH-001048,PR-fIob04,rna
ACH-001048,PR-XdBZqt,dna
ACH-001622,PR-kNTLWN,rna
ACH-001622,PR-xIcKv7,dna
ACH-001828,PR-uIQ9RF,rna
ACH-001828,PR-7aZuj8,dna
ACH-002535,PR-b8Fg0G,rna
ACH-002535,PR-xqcEF4,dna
ACH-000472,PR-RPWQct,rna
ACH-000472,PR-urUs9X,dna
ACH-000043,PR-cq7ua3,rna
ACH-000043,PR-MA8H1x,dna
ACH-000410,PR-Q0NBzx,rna
ACH-000410,PR-sqX6JQ,dna
ACH-001280,PR-lvPBXh,rna
ACH-001280,PR-hGNA0B,dna
ACH-002253,PR-7UuGkQ,dna
ACH-002134,PR-xpWLRd,dna
ACH-000592,PR-JUsImc,rna
ACH-000592,PR-DWgEQr,dna
ACH-000283,PR-juL6zA,rna
ACH-000283,PR-WEJ9td,dna
ACH-000190,PR-p2c58x,rna
ACH-000190,PR-8Yu9YJ,dna
ACH-000466,PR-3LnMkg,rna
ACH-000466,PR-TRwlmt,dna
ACH-000748,PR-EwFyoT,rna
ACH-000748,PR-u3mhx9,dna
ACH-000245,PR-zpUQ6R,rna
ACH-000245,PR-l1KgW6,dna
ACH-001861,PR-jtwYoH,rna
ACH-001861,PR-urSizP,dna
ACH-000896,PR-YKxOYs,rna
ACH-000896,PR-HCvEQp,dna
ACH-003475,PR-G580ye,rna
ACH-003475,PR-7KmF9j,dna
ACH-001961,PR-cytVYD,rna
ACH-001961,PR-TsvGBq,dna
ACH-002348,PR-8smNop,dna
ACH-000420,PR-cNXG9u,rna
ACH-000420,PR-urWkad,dna
ACH-002942,PR-kzQOM2,rna
ACH-000629,PR-CPuQvQ,rna
ACH-003426,PR-qSjwfm,rna
ACH-003426,PR-uY72Wj,dna
ACH-000799,PR-AwyW0r,rna
ACH-000799,PR-ifjSuo,dna
ACH-001460,PR-CDvrD3,rna
ACH-001460,PR-NTPVwY,dna
ACH-001987,PR-E0uhCJ,rna
ACH-001987,PR-zfFP2G,dna
ACH-002523,PR-mOvL7b,rna
ACH-002523,PR-qriRkB,dna
ACH-000817,PR-GQJdlT,rna
ACH-000817,PR-Fom7XN,dna
ACH-000949,PR-AlS5Yl,rna
ACH-000949,PR-cpo7Iu,dna
ACH-001677,PR-Xs6oRt,rna
ACH-001677,PR-EsfoqB,dna
ACH-000950,PR-h1OtIX,rna
ACH-000950,PR-nc0Vfp,dna
ACH-001353,PR-27AsBr,rna
ACH-001353,PR-dsHkxo,dna
ACH-000016,PR-Cc8VaL,rna
ACH-002358,PR-qc2Wdd,dna
ACH-000330,PR-9q1RYn,rna
ACH-000330,PR-ufFe7L,dna
ACH-000547,PR-rFRiQ0,rna
ACH-000547,PR-VvDpP0,dna
ACH-003460,PR-OlfEXM,rna
ACH-003460,PR-PNDSJp,dna
ACH-000095,PR-9bHyjI,rna
ACH-000095,PR-7mztNC,dna
ACH-001525,PR-NQRumH,rna
ACH-001525,PR-C54KuC,dna
ACH-000230,PR-5FPUnv,rna
ACH-002127,PR-MWPnKs,dna
ACH-001301,PR-otItUv,rna
ACH-001301,PR-FnbgWC,dna
ACH-000680,PR-T4iJnH,rna
ACH-000680,PR-bpXeZh,dna
ACH-001628,PR-WnMqrw,rna
ACH-001628,PR-s2krk3,dna
ACH-002075,PR-rYaZDR,rna
ACH-002075,PR-otGOcY,dna
ACH-000524,PR-EkzVD4,rna
ACH-000524,PR-aDtlbv,dna
ACH-002388,PR-f22YyN,dna
ACH-000604,PR-IbTtJM,rna
ACH-000604,PR-nNoRvY,dna
ACH-000565,PR-s0eYFF,rna
ACH-000565,PR-XwvS9a,dna
ACH-003132,PR-siQ6Hw,rna
ACH-003457,PR-dLZzdq,rna
ACH-000302,PR-4UVJG8,rna
ACH-000302,PR-Wa2xOE,dna
ACH-000196,PR-Hv4nuW,rna
ACH-000196,PR-k5CObx,dna
ACH-000771,PR-Jqb8cS,rna
ACH-000771,PR-bFagWx,dna
ACH-001610,PR-gjoWcS,rna
ACH-001610,PR-EJPcTI,dna
ACH-001684,PR-KvqyEp,rna
ACH-001684,PR-YNAqeW,dna
ACH-000163,PR-Ptg4Qi,rna
ACH-000163,PR-XeLdka,dna
ACH-003101,PR-zqEZ9t,rna
ACH-003101,PR-2tnlh5,dna
ACH-000925,PR-N3Eup2,rna
ACH-000925,PR-4a3lMb,dna
ACH-001162,PR-hceF11,dna
ACH-001804,PR-bCkbuq,rna
ACH-001804,PR-oRgrtR,dna
ACH-003142,PR-mWoWPs,rna
ACH-001459,PR-PoynFY,rna
ACH-001459,PR-mXR4Uw,dna
ACH-001786,PR-Dd3Y38,rna
ACH-001786,PR-dIoH1a,dna
ACH-001864,PR-Vas5QC,rna
ACH-001864,PR-D0lSrO,dna
ACH-002174,PR-Q4XyLs,dna
ACH-000630,PR-py7xpm,rna
ACH-000630,PR-n4PHas,dna
ACH-002039,PR-ePqZSh,rna
ACH-002039,PR-8VeXZS,dna
ACH-000147,PR-sXGiS8,rna
ACH-000147,PR-jdOrba,dna
ACH-002168,PR-5Aegb2,dna
ACH-000138,PR-px3fif,rna
ACH-000138,PR-WgUzdj,dna
ACH-001373,PR-cayth1,rna
ACH-001373,PR-LBDu2l,dna
ACH-001295,PR-tT2YhD,rna
ACH-001295,PR-lt3s9Y,dna
ACH-002284,PR-qw2Sxc,dna
ACH-001655,PR-0HHXsp,rna
ACH-001655,PR-6PzjrD,dna
ACH-000516,PR-7efTvD,rna
ACH-000516,PR-vaxvTg,dna
ACH-001650,PR-dIz8jG,rna
ACH-001650,PR-6qUWnX,dna
ACH-000793,PR-RvO43J,rna
ACH-000793,PR-7JCpok,dna
ACH-000736,PR-pHgGDw,rna
ACH-000736,PR-CdFk6C,dna
ACH-001365,PR-eTh7sY,dna
ACH-000699,PR-LpcVGK,rna
ACH-000699,PR-Zvl13h,dna
ACH-000365,PR-mwdhSY,rna
ACH-000365,PR-waV5HO,dna
ACH-000208,PR-Mqol4R,rna
ACH-000208,PR-BidGw1,dna
ACH-001550,PR-GW3z1d,rna
ACH-001550,PR-68uoMh,dna
ACH-000651,PR-mR7AGS,rna
ACH-000651,PR-VuYr6p,dna
ACH-001518,PR-VeocjK,rna
ACH-001518,PR-psx3Il,dna
ACH-000115,PR-s0i1bu,rna
ACH-000115,PR-ZLhvp0,dna
ACH-002379,PR-JWMTAX,dna
ACH-000047,PR-sHhvwZ,dna
ACH-002778,PR-6PWbSI,rna
ACH-002778,PR-FPobvq,dna
ACH-001577,PR-gErAlu,rna
ACH-001577,PR-aqBSZU,dna
ACH-000203,PR-FYk1UR,rna
ACH-000203,PR-1z1P4o,dna
ACH-000909,PR-eA69K8,rna
ACH-000909,PR-uiAmJy,dna
ACH-001983,PR-oBIWZm,rna
ACH-001983,PR-NIF1g9,dna
ACH-002152,PR-BTcI0F,dna
ACH-000099,PR-e27kJH,rna
ACH-000099,PR-Qswcpe,dna
ACH-000762,PR-KqYA8l,rna
ACH-000762,PR-99vCNe,dna
ACH-001407,PR-xlwgdq,rna
ACH-001407,PR-rgjFnl,dna
ACH-000785,PR-Jgwbfp,rna
ACH-000785,PR-EcGJ1H,dna
ACH-002509,PR-WdM3Oy,rna
ACH-002509,PR-OZ6R7a,dna
ACH-000857,PR-WtBoyP,rna
ACH-000857,PR-MhBq1t,dna
ACH-002370,PR-RgsbUW,dna
ACH-002680,PR-dMidL0,rna
ACH-002680,PR-S1aCQE,dna
ACH-000246,PR-4kmLyj,dna
ACH-000879,PR-nbMpna,rna
ACH-000879,PR-Z1m7Da,dna
ACH-003135,PR-XozIko,rna
ACH-000942,PR-xQbaOc,rna
ACH-000942,PR-1KtKNh,dna
ACH-000419,PR-NOmgxU,rna
ACH-000419,PR-pUkUFz,dna
ACH-001555,PR-mRjLQC,rna
ACH-001555,PR-5KV6hR,dna
ACH-000682,PR-PzKsid,rna
ACH-000682,PR-oaKAIZ,dna
ACH-000362,PR-gUIf3s,rna
ACH-000362,PR-41uIUA,dna
ACH-000207,PR-nfww1I,rna
ACH-000207,PR-DACp7A,dna
ACH-000566,PR-vEbhQi,rna
ACH-000566,PR-9oSzc2,dna
ACH-002166,PR-7wM9aM,dna
ACH-000855,PR-XfddHe,rna
ACH-000855,PR-Oyo0DM,dna
ACH-000425,PR-oFLYxy,rna
ACH-000425,PR-FbZKpA,dna
ACH-000366,PR-nkEpkd,rna
ACH-000366,PR-6xL42w,dna
ACH-000928,PR-Zpqxil,rna
ACH-000928,PR-piT3XW,dna
ACH-000830,PR-LkZNqr,rna
ACH-000830,PR-oHIfIc,dna
ACH-003137,PR-TiEz8q,rna
ACH-000279,PR-TuCs4Z,rna
ACH-000279,PR-uzeoir,dna
ACH-002310,PR-eHZJvZ,dna
ACH-000696,PR-WFVmS3,rna
